time,lat,lon
2013-08-09 07:18:00,-48.63029767,-125.9931928
2013-08-09 07:24:00,-48.63018217,-125.9932763
2013-08-09 07:27:00,-48.63012683,-125.99331
2013-08-09 07:30:00,-48.63007083,-125.9933558
2013-08-09 07:33:00,-48.62987317,-125.993494
2013-08-09 07:36:00,-48.62971983,-125.9936082
2013-08-09 07:42:00,-48.629694,-125.9936405
2013-08-09 07:45:00,-48.62970883,-125.9936197
2013-08-09 07:48:00,-48.6296505,-125.9936885
2013-08-09 07:51:00,-48.629434,-125.9938635
2013-08-09 07:54:00,-48.62932733,-125.9939293
2013-08-09 07:57:00,-48.62926483,-125.99399
