time,lat,lon,depth,NO3
2017-06-03,24.5,-158.0,6.44061422348,4.93450443173e-07
2017-06-03,24.5,-158.0,7.92956018448,4.94646144489e-07
2017-06-03,24.5,-158.0,9.5729970932,4.97045562042e-07
2017-06-03,24.5,-158.0,11.404999733,5.00608962284e-07
2017-06-03,24.5,-158.0,13.4671401978,5.04318165895e-07
2017-06-03,24.5,-158.0,15.8100700378,5.1269614687e-07
2017-06-03,24.5,-158.0,18.4955596924,5.22668358371e-07
2017-06-03,24.5,-158.0,21.5988197327,5.40657651982e-07
2017-06-03,24.5,-158.0,25.2114105225,5.80884659485e-07
2017-06-03,24.5,-158.0,29.4447307587,6.72009605296e-07
2017-06-03,24.5,-158.0,34.4341506958,8.03065233868e-07
2017-06-03,24.5,-158.0,40.3440513611,9.70459268501e-07
2017-06-03,24.5,-158.0,47.3736915588,1.17594038329e-06
2017-06-03,24.5,-158.0,55.764289856,1.44900252508e-06
2017-06-03,24.5,-158.0,65.8072662354,1.94260655917e-06
2017-06-03,24.5,-158.0,77.8538513184,6.22577908871e-06
2017-06-03,24.5,-158.0,92.3260726929,0.00029744085623
2017-06-03,24.5,-158.0,109.729301453,0.0431928634644
2017-06-03,24.5,-158.0,130.666000366,0.833325207233
2017-06-03,24.5,-158.0,155.850692749,2.41293478012
2017-06-03,24.5,-158.0,186.125595093,4.34324789047
2017-06-03,24.5,-158.0,222.475204468,6.70186567307
2017-06-03,24.5,-158.0,266.040313721,9.80931663513
2017-06-03,24.5,-158.0,318.127410889,13.9914741516
2017-06-03,24.5,-158.0,380.213012695,19.4772472382
2017-06-03,24.5,-158.0,453.937713623,26.0536499023
2017-06-03,24.5,-158.0,541.088928223,32.7792854309
2017-06-03,24.5,-158.0,643.566772461,38.0761260986
2017-06-03,24.5,-158.0,763.333129883,41.1870613098
2017-06-03,24.5,-158.0,902.339294434,42.3462371826
2017-06-03,24.5,-158.0,1062.43994141,42.5416870117
2017-06-03,24.5,-158.0,1245.29101562,42.3409767151
2017-06-03,24.5,-158.0,1452.25097656,42.0442581177
2017-06-03,24.5,-158.0,1684.28405762,41.5578269958
2017-06-03,24.5,-158.0,1941.89294434,40.8933677673
2017-06-03,24.5,-158.0,2225.07788086,40.0596199036
2017-06-03,24.5,-158.0,2533.3359375,39.4142341614
2017-06-03,24.5,-158.0,2865.70288086,38.7840461731
2017-06-03,24.5,-158.0,3220.82006836,38.0808448792
2017-06-03,24.5,-158.0,3597.03198242,37.4719772339
2017-06-03,24.5,-158.0,3992.48388672,36.9624595642
2017-06-03,24.5,-158.0,4405.22412109,36.7926483154
2017-06-03,24.5,-158.0,4833.29101562,
2017-06-03,24.5,-158.0,5274.78417969,
2017-06-03,24.5,-158.0,5727.91699219,
