time,lat,lon,depth,PP
2017-06-03,24.5,-158.0,130.666000366,0.0024252878502
2017-06-03,24.5,-158.0,155.850692749,0.000718852912541
2017-06-03,24.5,-158.0,186.125595093,0.000127727980725
2017-06-03,24.5,-158.0,222.475204468,1.89997444977e-05
2017-06-03,24.5,-158.0,266.040313721,1.79318817572e-06
2017-06-03,24.5,-158.0,318.127410889,2.49728941526e-07
2017-06-03,24.5,-158.0,380.213012695,2.30528429679e-10
2017-06-03,24.5,-158.0,453.937713623,2.30528429679e-10
2017-06-03,24.5,-158.0,541.088928223,2.30528429679e-10
2017-06-03,24.5,-158.0,643.566772461,2.30528429679e-10
2017-06-03,24.5,-158.0,763.333129883,2.30528429679e-10
2017-06-03,24.5,-158.0,902.339294434,2.30528429679e-10
2017-06-03,24.5,-158.0,1062.43994141,2.30528429679e-10
2017-06-03,24.5,-158.0,1245.29101562,2.30528429679e-10
2017-06-03,24.5,-158.0,1452.25097656,2.30528429679e-10
2017-06-03,24.5,-158.0,1684.28405762,2.30528429679e-10
2017-06-03,24.5,-158.0,1941.89294434,2.30528429679e-10
2017-06-03,24.5,-158.0,2225.07788086,2.30528429679e-10
2017-06-03,24.5,-158.0,2533.3359375,2.30528429679e-10
2017-06-03,24.5,-158.0,2865.70288086,2.30528429679e-10
2017-06-03,24.5,-158.0,3220.82006836,2.30528429679e-10
2017-06-03,24.5,-158.0,3597.03198242,2.30528429679e-10
2017-06-03,24.5,-158.0,3992.48388672,2.30528429679e-10
2017-06-03,24.5,-158.0,4405.22412109,2.30528429679e-10
2017-06-03,24.5,-158.0,4833.29101562,
2017-06-03,24.5,-158.0,5274.78417969,
2017-06-03,24.5,-158.0,5727.91699219,
2017-06-03,24.5,-157.5,0.494024991989,0.000611930561718
2017-06-03,24.5,-157.5,1.54137504101,0.00060910731554
2017-06-03,24.5,-157.5,2.64566898346,0.000604838016443
2017-06-03,24.5,-157.5,3.81949496269,0.000599292572588
2017-06-03,24.5,-157.5,5.07822418213,0.000592357537244
2017-06-03,24.5,-157.5,6.44061422348,0.000584145192988
2017-06-03,24.5,-157.5,7.92956018448,0.000573494588025
2017-06-03,24.5,-157.5,9.5729970932,0.000562956964131
