time,lat,lon,depth,CHL
2017-06-03,24.0,-158.0,47.3736915588,0.0382096432149
2017-06-03,24.0,-158.0,55.764289856,0.0395652279258
2017-06-03,24.0,-158.0,65.8072662354,0.0451953150332
2017-06-03,24.0,-158.0,77.8538513184,0.0503819733858
2017-06-03,24.0,-158.0,92.3260726929,0.0623305663466
2017-06-03,24.0,-158.0,109.729301453,0.149598374963
2017-06-03,24.0,-158.0,130.666000366,0.270721197128
2017-06-03,24.0,-158.0,155.850692749,0.249095737934
2017-06-03,24.0,-158.0,186.125595093,0.172924682498
2017-06-03,24.0,-158.0,222.475204468,0.109437197447
2017-06-03,24.0,-158.0,266.040313721,0.056744761765
2017-06-03,24.0,-158.0,318.127410889,0.0265483744442
2017-06-03,24.0,-158.0,380.213012695,0.0130467470735
2017-06-03,24.0,-158.0,453.937713623,0.00695728138089
2017-06-03,24.0,-158.0,541.088928223,0.00496195210144
2017-06-03,24.0,-158.0,643.566772461,0.00446293316782
2017-06-03,24.0,-158.0,763.333129883,0.00436044484377
2017-06-03,24.0,-158.0,902.339294434,0.00435542268679
2017-06-03,24.0,-158.0,1062.43994141,0.00435542268679
2017-06-03,24.0,-158.0,1245.29101562,0.00435542268679
2017-06-03,24.0,-158.0,1452.25097656,0.00435542268679
2017-06-03,24.0,-158.0,1684.28405762,0.00435542268679
2017-06-03,24.0,-158.0,1941.89294434,0.00435542268679
2017-06-03,24.0,-158.0,2225.07788086,0.00435542268679
2017-06-03,24.0,-158.0,2533.3359375,0.00435542268679
2017-06-03,24.0,-158.0,2865.70288086,0.00435542268679
2017-06-03,24.0,-158.0,3220.82006836,0.00435542268679
2017-06-03,24.0,-158.0,3597.03198242,0.00435542268679
2017-06-03,24.0,-158.0,3992.48388672,0.00435542268679
2017-06-03,24.0,-158.0,4405.22412109,
2017-06-03,24.0,-158.0,4833.29101562,
2017-06-03,24.0,-158.0,5274.78417969,
2017-06-03,24.0,-158.0,5727.91699219,
2017-06-03,24.0,-157.5,0.494024991989,0.0351306945086
2017-06-03,24.0,-157.5,1.54137504101,0.0351306945086
2017-06-03,24.0,-157.5,2.64566898346,0.0351306945086
2017-06-03,24.0,-157.5,3.81949496269,0.0351306945086
2017-06-03,24.0,-157.5,5.07822418213,0.0351306945086
2017-06-03,24.0,-157.5,6.44061422348,0.0351306945086
2017-06-03,24.0,-157.5,7.92956018448,0.0351313725114
2017-06-03,24.0,-157.5,9.5729970932,0.0351313725114
2017-06-03,24.0,-157.5,11.404999733,0.0352062024176
2017-06-03,24.0,-157.5,13.4671401978,0.0352062024176
2017-06-03,24.0,-157.5,15.8100700378,0.0352818444371
2017-06-03,24.0,-157.5,18.4955596924,0.0353631712496
2017-06-03,24.0,-157.5,21.5988197327,0.0354392416775
2017-06-03,24.0,-157.5,25.2114105225,0.0356738343835
2017-06-03,24.0,-157.5,29.4447307587,0.0359935835004
2017-06-03,24.0,-157.5,34.4341506958,0.0363951399922
2017-06-03,24.0,-157.5,40.3440513611,0.0370564386249
2017-06-03,24.0,-157.5,47.3736915588,0.0381611660123
2017-06-03,24.0,-157.5,55.764289856,0.0400852672756
2017-06-03,24.0,-157.5,65.8072662354,0.0444287098944
2017-06-03,24.0,-157.5,77.8538513184,0.0489582642913
2017-06-03,24.0,-157.5,92.3260726929,0.0602159909904
2017-06-03,24.0,-157.5,109.729301453,0.142855644226
2017-06-03,24.0,-157.5,130.666000366,0.259983181953
2017-06-03,24.0,-157.5,155.850692749,0.236127391458
2017-06-03,24.0,-157.5,186.125595093,0.177571848035
2017-06-03,24.0,-157.5,222.475204468,0.118950583041
2017-06-03,24.0,-157.5,266.040313721,0.058261141181
2017-06-03,24.0,-157.5,318.127410889,0.0260235369205
2017-06-03,24.0,-157.5,380.213012695,0.0120184198022
2017-06-03,24.0,-157.5,453.937713623,0.00638112891465
2017-06-03,24.0,-157.5,541.088928223,0.00479700509459
2017-06-03,24.0,-157.5,643.566772461,0.00442661438137
2017-06-03,24.0,-157.5,763.333129883,0.00436044484377
2017-06-03,24.0,-157.5,902.339294434,0.00435542268679
2017-06-03,24.0,-157.5,1062.43994141,0.00435542268679
2017-06-03,24.0,-157.5,1245.29101562,0.00435542268679
2017-06-03,24.0,-157.5,1452.25097656,0.00435542268679
2017-06-03,24.0,-157.5,1684.28405762,0.00435542268679
2017-06-03,24.0,-157.5,1941.89294434,0.00435542268679
2017-06-03,24.0,-157.5,2225.07788086,0.00435542268679
2017-06-03,24.0,-157.5,2533.3359375,0.00435542268679
2017-06-03,24.0,-157.5,2865.70288086,0.00435542268679
2017-06-03,24.0,-157.5,3220.82006836,0.00435542268679
2017-06-03,24.0,-157.5,3597.03198242,0.00435542268679
2017-06-03,24.0,-157.5,3992.48388672,0.00435542268679
2017-06-03,24.0,-157.5,4405.22412109,
2017-06-03,24.0,-157.5,4833.29101562,
2017-06-03,24.0,-157.5,5274.78417969,
2017-06-03,24.0,-157.5,5727.91699219,
2017-06-03,24.5,-158.0,0.494024991989,0.0338554531336
2017-06-03,24.5,-158.0,1.54137504101,0.0338554531336
2017-06-03,24.5,-158.0,2.64566898346,0.0338554531336
2017-06-03,24.5,-158.0,3.81949496269,0.0338554531336
2017-06-03,24.5,-158.0,5.07822418213,0.0338554531336
2017-06-03,24.5,-158.0,6.44061422348,0.0338554531336
2017-06-03,24.5,-158.0,7.92956018448,0.0338554531336
2017-06-03,24.5,-158.0,9.5729970932,0.0339282527566
2017-06-03,24.5,-158.0,11.404999733,0.0339282527566
2017-06-03,24.5,-158.0,13.4671401978,0.0339321121573
2017-06-03,24.5,-158.0,15.8100700378,0.0340012311935
2017-06-03,24.5,-158.0,18.4955596924,0.0340785123408
2017-06-03,24.5,-158.0,21.5988197327,0.0341606736183
2017-06-03,24.5,-158.0,25.2114105225,0.0343901142478
2017-06-03,24.5,-158.0,29.4447307587,0.034860920161
2017-06-03,24.5,-158.0,34.4341506958,0.0355060882866
2017-06-03,24.5,-158.0,40.3440513611,0.0367488339543
2017-06-03,24.5,-158.0,47.3736915588,0.0387859381735
2017-06-03,24.5,-158.0,55.764289856,0.0419226661325
2017-06-03,24.5,-158.0,65.8072662354,0.0456040091813
2017-06-03,24.5,-158.0,77.8538513184,0.0505893975496
2017-06-03,24.5,-158.0,92.3260726929,0.068041048944
2017-06-03,24.5,-158.0,109.729301453,0.190059959888
2017-06-03,24.5,-158.0,130.666000366,0.27354490757
2017-06-03,24.5,-158.0,155.850692749,0.239588558674
2017-06-03,24.5,-158.0,186.125595093,0.163291350007
2017-06-03,24.5,-158.0,222.475204468,0.0970967411995
2017-06-03,24.5,-158.0,266.040313721,0.0469090417027
2017-06-03,24.5,-158.0,318.127410889,0.0226486623287
2017-06-03,24.5,-158.0,380.213012695,0.0115028182045
2017-06-03,24.5,-158.0,453.937713623,0.0064970003441
2017-06-03,24.5,-158.0,541.088928223,0.00483120325953
2017-06-03,24.5,-158.0,643.566772461,0.00443151872605
2017-06-03,24.5,-158.0,763.333129883,0.00436044484377
2017-06-03,24.5,-158.0,902.339294434,0.00435542268679
2017-06-03,24.5,-158.0,1062.43994141,0.00435542268679
2017-06-03,24.5,-158.0,1245.29101562,0.00435542268679
2017-06-03,24.5,-158.0,1452.25097656,0.00435542268679
2017-06-03,24.5,-158.0,1684.28405762,0.00435542268679
2017-06-03,24.5,-158.0,1941.89294434,0.00435542268679
2017-06-03,24.5,-158.0,2225.07788086,0.00435542268679
2017-06-03,24.5,-158.0,2533.3359375,0.00435542268679
2017-06-03,24.5,-158.0,2865.70288086,0.00435542268679
2017-06-03,24.5,-158.0,3220.82006836,0.00435542268679
2017-06-03,24.5,-158.0,3597.03198242,0.00435542268679
2017-06-03,24.5,-158.0,3992.48388672,0.00435542268679
2017-06-03,24.5,-158.0,4405.22412109,0.00435542268679
2017-06-03,24.5,-158.0,4833.29101562,
2017-06-03,24.5,-158.0,5274.78417969,
2017-06-03,24.5,-158.0,5727.91699219,
2017-06-03,24.5,-157.5,0.494024991989,0.0339376479387
2017-06-03,24.5,-157.5,1.54137504101,0.0339376479387
2017-06-03,24.5,-157.5,2.64566898346,0.0339376479387
2017-06-03,24.5,-157.5,3.81949496269,0.0339376479387
2017-06-03,24.5,-157.5,5.07822418213,0.0339415334165
2017-06-03,24.5,-157.5,6.44061422348,0.0339415334165
2017-06-03,24.5,-157.5,7.92956018448,0.0339415334165
2017-06-03,24.5,-157.5,9.5729970932,0.0339415334165
2017-06-03,24.5,-157.5,11.404999733,0.0340145230293
2017-06-03,24.5,-157.5,13.4671401978,0.0340145230293
2017-06-03,24.5,-157.5,15.8100700378,0.0340918749571
2017-06-03,24.5,-157.5,18.4955596924,0.0341652072966
2017-06-03,24.5,-157.5,21.5988197327,0.0342518873513
2017-06-03,24.5,-157.5,25.2114105225,0.0344169437885
2017-06-03,24.5,-157.5,29.4447307587,0.0348075628281
2017-06-03,24.5,-157.5,34.4341506958,0.0355330854654
2017-06-03,24.5,-157.5,40.3440513611,0.0367669910192
2017-06-03,24.5,-157.5,47.3736915588,0.0389529727399
2017-06-03,24.5,-157.5,55.764289856,0.0420254766941
2017-06-03,24.5,-157.5,65.8072662354,0.0456693843007
2017-06-03,24.5,-157.5,77.8538513184,0.0507265143096
2017-06-03,24.5,-157.5,92.3260726929,0.0759493857622
2017-06-03,24.5,-157.5,109.729301453,0.215031206608
2017-06-03,24.5,-157.5,130.666000366,0.277438491583
2017-06-03,24.5,-157.5,155.850692749,0.233965277672
2017-06-03,24.5,-157.5,186.125595093,0.155604824424
2017-06-03,24.5,-157.5,222.475204468,0.0876481980085
2017-06-03,24.5,-157.5,266.040313721,0.0427424460649
2017-06-03,24.5,-157.5,318.127410889,0.022053996101
2017-06-03,24.5,-157.5,380.213012695,0.0115053830668
2017-06-03,24.5,-157.5,453.937713623,0.00651141256094
2017-06-03,24.5,-157.5,541.088928223,0.00484108086675
2017-06-03,24.5,-157.5,643.566772461,0.00443123560399
2017-06-03,24.5,-157.5,763.333129883,0.00436044484377
2017-06-03,24.5,-157.5,902.339294434,0.00435542315245
2017-06-03,24.5,-157.5,1062.43994141,0.00435542315245
2017-06-03,24.5,-157.5,1245.29101562,0.00435542315245
2017-06-03,24.5,-157.5,1452.25097656,0.00435542315245
2017-06-03,24.5,-157.5,1684.28405762,0.00435542315245
2017-06-03,24.5,-157.5,1941.89294434,0.00435542315245
2017-06-03,24.5,-157.5,2225.07788086,0.00435542315245
2017-06-03,24.5,-157.5,2533.3359375,0.00435542315245
2017-06-03,24.5,-157.5,2865.70288086,0.00435542315245
2017-06-03,24.5,-157.5,3220.82006836,0.00435542315245
2017-06-03,24.5,-157.5,3597.03198242,0.00435542315245
2017-06-03,24.5,-157.5,3992.48388672,0.00435542315245
2017-06-03,24.5,-157.5,4405.22412109,
2017-06-03,24.5,-157.5,4833.29101562,
2017-06-03,24.5,-157.5,5274.78417969,
2017-06-03,24.5,-157.5,5727.91699219,
2017-06-03,25.0,-158.0,0.494024991989,0.0330588296056
2017-06-03,25.0,-158.0,1.54137504101,0.0330588296056
2017-06-03,25.0,-158.0,2.64566898346,0.0330588296056
2017-06-03,25.0,-158.0,3.81949496269,0.0330588296056
2017-06-03,25.0,-158.0,5.07822418213,0.0330588296056
2017-06-03,25.0,-158.0,6.44061422348,0.0330786295235
2017-06-03,25.0,-158.0,7.92956018448,0.0331299453974
