adt,start_time,end_time,lat1,lat2,lon1,lon2,
0.7846,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7948,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8115,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8283,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8433,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8561,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8712,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8889,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9054,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9196,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.934,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9533,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9765,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
1.0001,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
1.0144,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
1.0058,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9806,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9615,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9615,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9649,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9458,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9086,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.878,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8612,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8432,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8199,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8196,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8098,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8031,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8096,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.822,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8351,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8529,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8724,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8869,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9007,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.916,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9306,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9453,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9603,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.975,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9903,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
1.006,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
1.011,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9939,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9651,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.943,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9356,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9321,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9133,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8812,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8565,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8453,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8299,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8354,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8368,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8278,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.829,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8458,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8579,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.861,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8752,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9038,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9289,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9411,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9433,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9453,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9535,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9635,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9714,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9794,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.985,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9801,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9646,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.946,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9265,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9094,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8962,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.879,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8576,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8429,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8363,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8236,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.834,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.839,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8396,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8509,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8717,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8803,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8763,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8894,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.925,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9528,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9558,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9452,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9391,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9421,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.946,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9483,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9514,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9492,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9378,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9248,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.913,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8956,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8765,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8638,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8505,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.835,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8274,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8251,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8182,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.822,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8235,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8337,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8554,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8777,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8845,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8799,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8933,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9251,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9394,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9288,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9149,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.91,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9121,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9153,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9188,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9188,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9092,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8935,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8785,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8636,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8445,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8306,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.829,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8246,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8138,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.813,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8164,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8137,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8053,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.802,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8125,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8357,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.859,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8724,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8758,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8866,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9035,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.9012,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.885,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8727,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8667,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8667,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.872,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8795,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8769,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8593,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.838,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8216,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8078,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7914,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7829,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7903,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7964,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7958,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8036,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8112,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.81,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.785,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7794,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7844,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.803,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8272,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.85,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8641,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8737,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8776,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8657,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8507,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8395,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8282,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8225,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8237,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8269,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8198,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7975,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7718,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7576,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7552,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7507,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7469,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7567,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7704,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7797,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7933,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8028,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8048,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7832,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7748,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7723,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7848,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8084,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8342,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8517,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8608,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8592,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8435,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8296,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8207,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8089,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7964,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7838,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7716,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.759,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7424,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7246,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7177,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7244,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7292,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7306,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7414,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7561,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7668,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7794,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7908,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8005,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8083,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7977,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7889,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7928,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8091,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8279,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.839,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8428,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8389,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8261,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.816,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8122,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.8051,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7888,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7632,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7366,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7214,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7186,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
0.7183,2017-01-07,2017-01-07,30.57,35.21,-163.43,-156.17,
