time,lat,lon,depth,OH_PseudoCobalamin_Particulate_pM,Me_PseudoCobalamin_Particulate_pM,OH_Cobalamin_Particulate_pM,Me_Cobalamin_Particulate_pM,Ado_Cobalamin_Particulate_pM,dt1,dt2,lat1,lat2,lon1,lon2,depth1,depth2,sst,sst_std,Fe,Fe_std,picoeukaryote_c03_darwin_clim,picoeukaryote_c03_darwin_clim_std
2013-08-29 13:03:44,30.0,-149.9996667,120,0.008123903,0.006713657,0.022726918,0.00131383,0.00500579,2013-08-28 13:03:44,2013-08-30 13:03:44,29.7,30.3,-150.29966670000002,-149.6996667,115,125,25.818326652750002,0.10139307229923435,,,0.08922374675,0.0009025368577397216
2013-08-29 13:03:44,30.0,-149.9996667,145,0.003528709,0.003796341,0.028570403,0.001529867,0.005539976,2013-08-28 13:03:44,2013-08-30 13:03:44,29.7,30.3,-150.29966670000002,-149.6996667,140,150,25.818326652750002,0.10139307229923435,,,,
2013-08-29 13:03:44,30.0,-149.9996667,155,0.003248043,0.003394492,0.031473286,0.001566222,0.005552657,2013-08-28 13:03:44,2013-08-30 13:03:44,29.7,30.3,-150.29966670000002,-149.6996667,150,160,25.818326652750002,0.10139307229923435,,,0.0301370035,0.003004416396589403
2013-08-29 13:03:44,30.0,-149.9996667,170,0.001437586,0.0,0.028607417,0.000986463,0.003758364,2013-08-28 13:03:44,2013-08-30 13:03:44,29.7,30.3,-150.29966670000002,-149.6996667,165,175,25.818326652750002,0.10139307229923435,,,0.01077920675,0.0015196039693739902
2013-08-29 13:03:44,30.0,-149.9996667,190,0.00313655,0.004268199,0.050002058,0.002236844,0.008331691,2013-08-28 13:03:44,2013-08-30 13:03:44,29.7,30.3,-150.29966670000002,-149.6996667,185,195,25.818326652750002,0.10139307229923435,,,0.0018682955,0.000397998065550079
2013-08-29 13:03:44,30.0,-149.9996667,225,0.000530143,0.007345588,0.061727954,0.000751159,0.007070306,2013-08-28 13:03:44,2013-08-30 13:03:44,29.7,30.3,-150.29966670000002,-149.6996667,220,230,25.818326652750002,0.10139307229923435,,,-1.9802653749999998e-05,3.87344173238022e-05
2013-09-01 07:19:33,27.35,-152.6545,0,0.008024045,0.017108414,0.01076155,0.005206705,0.0055691,2013-08-31 07:19:33,2013-09-02 07:19:33,27.05,27.650000000000002,-152.95450000000002,-152.3545,-5,5,26.729993299037034,0.12481096538365541,5.2834780035475e-05,5.094788114731082e-08,0.0300360005,9.1044999999991e-06
2013-09-01 07:19:33,27.35,-152.6545,75,0.015055885,0.021507301,0.028770672,0.0133184,0.012954754,2013-08-31 07:19:33,2013-09-02 07:19:33,27.05,27.650000000000002,-152.95450000000002,-152.3545,70,80,26.729993299037034,0.12481096538365541,3.05145258608e-05,0.0,0.04528905,0.0002452600000000006
2013-09-01 07:19:33,27.35,-152.6545,30,0.036101681,0.027940449,0.017314799,0.005239749,0.008250983,2013-08-31 07:19:33,2013-09-02 07:19:33,27.05,27.650000000000002,-152.95450000000002,-152.3545,25,35,26.729993299037034,0.12481096538365541,4.488768536246667e-05,1.3925116750587416e-06,0.031318914,0.000924869077275265
2013-09-01 07:19:33,27.35,-152.6545,85,0.005141736,0.007719861,0.015919717,0.003467806,0.005861118,2013-08-31 07:19:33,2013-09-02 07:19:33,27.05,27.650000000000002,-152.95450000000002,-152.3545,80,90,26.729993299037034,0.12481096538365541,,,0.0513141135,0.00010944350000000047
