time_X,sst,sst_std_X,time_Y,PO4,PO4_std_Y,lat1,lat2,lon1,lon2,,depth
2015-08-05,25.2804433314,1.06438083573,2015-08-05,,,23.0,33.0,-160.0,-150.0,,0.494024991989
2015-08-06,25.3188620806,1.03060762678,2015-08-06,,,23.0,33.0,-160.0,-150.0,,0.494024991989
2015-08-07,25.5115245763,1.00822765248,2015-08-07,,,23.0,33.0,-160.0,-150.0,,0.494024991989
2015-08-08,25.6093745741,0.980755161652,2015-08-08,0.270367389431,0.0494717051889,23.0,33.0,-160.0,-150.0,,0.494024991989
2015-08-09,25.5976245743,0.93821969566,2015-08-09,,,23.0,33.0,-160.0,-150.0,,0.494024991989
2015-08-10,25.6187183239,0.859068152237,2015-08-10,,,23.0,33.0,-160.0,-150.0,,0.494024991989
2015-08-11,25.6701870727,0.812838429115,2015-08-11,,,23.0,33.0,-160.0,-150.0,,0.494024991989
2015-08-12,25.8043995697,0.781271630767,2015-08-12,,,23.0,33.0,-160.0,-150.0,,0.494024991989
2015-08-13,25.9065495674,0.74679916731,2015-08-13,,,23.0,33.0,-160.0,-150.0,,0.494024991989
2015-08-14,25.9655370661,0.729436326135,2015-08-14,,,23.0,33.0,-160.0,-150.0,,0.494024991989
2015-08-15,25.9455620666,0.720462920689,2015-08-15,0.271243128309,0.0483974727531,23.0,33.0,-160.0,-150.0,,0.494024991989
2015-08-16,25.9397620667,0.737626034881,2015-08-16,,,23.0,33.0,-160.0,-150.0,,0.494024991989
2015-08-17,25.9321308169,0.781175829199,2015-08-17,,,23.0,33.0,-160.0,-150.0,,0.494024991989
2015-08-18,26.0037433153,0.733073947062,2015-08-18,,,23.0,33.0,-160.0,-150.0,,0.494024991989
2015-08-19,25.9641558161,0.706381720998,2015-08-19,,,23.0,33.0,-160.0,-150.0,,0.494024991989
2015-08-20,25.9147183172,0.742779728983,2015-08-20,,,23.0,33.0,-160.0,-150.0,,0.494024991989
2015-08-21,25.8879308178,0.78069778051,2015-08-21,,,23.0,33.0,-160.0,-150.0,,0.494024991989
2015-08-22,25.9002808176,0.762538478989,2015-08-22,0.27153335113,0.0472360700086,23.0,33.0,-160.0,-150.0,,0.494024991989
2015-08-23,25.9615870662,0.781356716966,2015-08-23,,,23.0,33.0,-160.0,-150.0,,0.494024991989
2015-08-24,26.0042245653,0.786984893195,2015-08-24,,,23.0,33.0,-160.0,-150.0,,0.494024991989
