track,time,lat,lon,sst,sst_std,chl01_darwin_clim,chl01_darwin_clim_std,margin
234434,2014-05-10,25.2292995453,-156.960998535,24.1474933567,0.0629152854648,0.0040231275,3.253398300897827e-06,0.3
234434,2014-05-11,25.2703990936,-156.989990234,23.3899933738,0.271784221911,0.0040231275,3.253398300897827e-06,0.3
234434,2014-05-12,25.2896995544,-157.04901123,22.162493401,0.269984561522,0.0040231275,3.253398300897827e-06,0.3
234434,2014-05-13,25.3411998749,-157.107971191,22.5633267256,0.319139460794,0.004020827,,0.3
234434,2014-05-14,25.3864002228,-157.155029297,23.6977711448,0.177396288256,0.004020827,,0.3
234434,2014-05-15,25.4400997162,-157.208007812,23.9049933623,0.103440802281,0.004020827,,0.3
234434,2014-05-16,25.4664001465,-157.25201416,23.9499933613,0.124899957005,0.0039011105,0.00016930469793985866,0.3
234434,2014-05-17,25.4785995483,-157.286010742,23.8399933638,0.0860232509645,0.0039011105,0.00016930469793985866,0.3
234434,2014-05-18,25.5090007782,-157.335998535,24.0533266922,0.118602976387,0.0039011105,0.00016930469793985866,0.3
234434,2014-05-19,25.5314006805,-157.375976562,24.1183266905,0.116518951485,0.0039011105,0.00016930469793985866,0.3
234434,2014-05-20,25.5543994904,-157.431030273,24.324993353,0.0754983429403,0.003781394,,0.3
234434,2014-05-21,25.5771999359,-157.482971191,24.5016600155,0.137027974689,0.00377674255,6.5781436748083045e-06,0.3
234434,2014-05-22,25.5979003906,-157.526977539,24.5183266818,0.130294535467,0.00377674255,6.5781436748083045e-06,0.3
234434,2014-05-23,25.6156997681,-157.559020996,24.4516600165,0.0990790907885,0.0037720911,,0.3
234434,2014-05-24,25.639799118,-157.601013184,24.4422155722,0.126172277995,0.0037720911,,0.3
234434,2014-05-25,25.6515007019,-157.635986328,24.8633266741,0.142126700892,0.0037720911,,0.3
234434,2014-05-26,25.674200058,-157.687988281,24.9899933378,0.0841427339465,0.0037720911,,0.3
234434,2014-05-27,25.6816997528,-157.715026855,24.7899933422,0.058309517462,0.0037720911,,0.3
234434,2014-05-28,25.7101993561,-157.757019043,24.6024933468,0.0340342959623,0.0037720911,,0.3
234434,2014-05-29,25.7271003723,-157.796020508,24.3899933513,0.0454606047756,0.0037720911,,0.3
234434,2014-05-30,25.72590065,-157.822021484,24.3824933515,0.068980672343,0.0037720911,,0.3
234603,2014-05-08,26.1229991913,-154.843994141,23.1155489353,0.171836481795,0.0037323015,,0.3
234603,2014-05-09,26.1509990692,-154.880004883,23.3355489304,0.184194940977,0.0037323015,,0.3
234603,2014-05-10,26.1466999054,-154.896972656,23.4511044833,0.187646235069,0.0037323015,,0.3
234603,2014-05-11,26.1525993347,-154.909973145,23.1811044894,0.258575149793,0.0037323015,,0.3
234603,2014-05-12,26.1741008759,-154.979980469,22.5466600593,0.250572671918,0.0037356424,4.724746090679617e-06,0.3
234603,2014-05-13,26.210100174,-154.986999512,22.5499933925,0.204124141035,0.0037356424,4.724746090679617e-06,0.3
234603,2014-05-14,26.2143993378,-155.017028809,23.242493377,0.183734406032,0.0037356424,4.724746090679617e-06,0.3
234603,2014-05-15,26.2266998291,-155.043029785,23.284993376,0.19330459103,0.0037356424,4.724746090679617e-06,0.3
234603,2014-05-16,26.2332992554,-155.041992188,23.3024933758,0.190678608575,0.0037356424,4.724746090679617e-06,0.3
234603,2014-05-17,26.2908992767,-155.020019531,23.1799933782,0.194935882262,0.0037356424,4.724746090679617e-06,0.3
234603,2014-05-18,26.3008003235,-155.025024414,23.4224933732,0.145688019543,0.0037356424,4.724746090679617e-06,0.3
234603,2014-05-19,26.3299007416,-155.018981934,23.374993374,0.250179929563,0.0037356424,4.724746090679617e-06,0.3
234603,2014-05-20,26.3414993286,-155.020019531,23.4699933718,0.121983602767,0.0037356424,4.724746090679617e-06,0.3
234603,2014-05-21,26.4071998596,-155.012023926,23.6483267013,0.0949561279479,0.0037356424,4.724746090679617e-06,0.3
234603,2014-05-22,26.4214992523,-155.013977051,23.8166600308,0.0884684482058,0.0037356424,4.724746090679617e-06,0.3
234603,2014-05-23,26.4794998169,-155.043029785,23.8149933643,0.0443471147878,0.003753004475,2.0233316573141993e-05,0.3
234603,2014-05-24,26.5151004791,-155.044006348,23.8449933637,0.0443471147143,0.003753004475,2.0233316573141993e-05,0.3
234603,2014-05-25,26.5550003052,-155.041015625,23.7474933658,0.0403112878074,0.00377036655,2.6735706947810424e-07,0.3
234603,2014-05-26,26.5683994293,-155.060974121,23.689993367,0.0743863770673,0.0037705556,,0.3
234603,2014-05-27,26.5652008057,-155.077026367,23.5116600377,0.0902034719214,0.0037705556,,0.3
234603,2014-05-28,26.5729007721,-155.088989258,23.4583267053,0.134672439091,0.0037705556,,0.3
234603,2014-05-29,26.6030006409,-155.094970703,23.2822155983,0.166266181901,0.0037705556,,0.3
234603,2014-05-30,26.5718002319,-155.12701416,23.5216600373,0.172906521936,0.0037705556,,0.3
234889,2014-04-30,23.0450000763,-154.530029297,24.0174933595,0.126062151113,0.005596932025,0.0002552517863620045,0.3
234889,2014-05-01,23.0694007874,-154.559020996,23.9324933618,0.0680073508399,0.005559191,,0.3
234889,2014-05-02,23.0706005096,-154.591003418,23.9383266948,0.158419271368,0.005559191,,0.3
234889,2014-05-03,23.0778007507,-154.625976562,24.0422155813,0.186532685712,0.005559191,,0.3
234889,2014-05-04,23.0550994873,-154.666015625,24.2883266868,0.147162038939,0.005559191,,0.3
234889,2014-05-05,23.0531005859,-154.690979004,24.4699933497,0.0787400770477,0.005559191,,0.3
234889,2014-05-06,23.0489006042,-154.718994141,24.5599933477,0.0860232509662,0.0057990527,0.00033921566923389847,0.3
