time,lat,lon,hour,eastward_wind_rms
2017-06-03,16.75,-122.25,0,1.4
2017-06-03,16.75,-122.0,0,1.4
2017-06-03,16.75,-121.75,0,1.4
2017-06-03,16.75,-121.5,0,1.4
2017-06-03,16.75,-121.25,0,1.4
2017-06-03,16.75,-121.0,0,1.4
2017-06-03,16.75,-120.75,0,1.4
2017-06-03,16.75,-120.5,0,1.4
2017-06-03,16.75,-120.25,0,1.4
2017-06-03,16.75,-120.0,0,1.4
2017-06-03,16.75,-119.75,0,1.4
2017-06-03,16.75,-119.5,0,1.3
2017-06-03,16.75,-119.25,0,1.3
2017-06-03,16.75,-119.0,0,1.3
2017-06-03,16.75,-118.75,0,1.3
2017-06-03,16.75,-118.5,0,1.4
2017-06-03,16.75,-118.25,0,1.4
2017-06-03,16.75,-118.0,0,1.4
2017-06-03,16.75,-117.75,0,1.4
2017-06-03,16.75,-117.5,0,1.4
2017-06-03,16.75,-117.25,0,1.4
2017-06-03,16.75,-117.0,0,1.4
2017-06-03,16.75,-116.75,0,1.4
2017-06-03,16.75,-116.5,0,1.4
2017-06-03,16.75,-116.25,0,1.4
2017-06-03,16.75,-116.0,0,1.4
2017-06-03,16.75,-115.75,0,1.4
2017-06-03,16.75,-115.5,0,1.4
2017-06-03,16.75,-115.25,0,1.4
2017-06-03,16.75,-115.0,0,1.4
2017-06-03,16.75,-114.75,0,1.4
2017-06-03,16.75,-114.5,0,1.4
2017-06-03,17.0,-173.75,0,0.0
2017-06-03,17.0,-173.5,0,1.6
2017-06-03,17.0,-173.25,0,1.4
2017-06-03,17.0,-173.0,0,1.4
2017-06-03,17.0,-172.75,0,1.3
2017-06-03,17.0,-172.5,0,1.2
2017-06-03,17.0,-172.25,0,1.2
2017-06-03,17.0,-172.0,0,1.1
2017-06-03,17.0,-171.75,0,1.1
2017-06-03,17.0,-171.5,0,1.1
2017-06-03,17.0,-171.25,0,1.1
2017-06-03,17.0,-171.0,0,1.1
2017-06-03,17.0,-170.75,0,1.1
2017-06-03,17.0,-170.5,0,1.1
2017-06-03,17.0,-170.25,0,1.1
2017-06-03,17.0,-170.0,0,1.1
2017-06-03,17.0,-169.75,0,1.1
2017-06-03,17.0,-169.5,0,1.1
2017-06-03,17.0,-169.25,0,1.1
2017-06-03,17.0,-169.0,0,1.1
2017-06-03,17.0,-168.75,0,1.1
2017-06-03,17.0,-168.5,0,1.1
2017-06-03,17.0,-168.25,0,1.1
2017-06-03,17.0,-168.0,0,1.1
2017-06-03,17.0,-167.75,0,1.1
2017-06-03,17.0,-167.5,0,1.1
2017-06-03,17.0,-167.25,0,1.1
2017-06-03,17.0,-167.0,0,1.1
2017-06-03,17.0,-166.75,0,1.1
2017-06-03,17.0,-166.5,0,1.1
2017-06-03,17.0,-166.25,0,1.1
2017-06-03,17.0,-166.0,0,1.1
2017-06-03,17.0,-165.75,0,1.1
2017-06-03,17.0,-165.5,0,1.1
2017-06-03,17.0,-165.25,0,1.1
2017-06-03,17.0,-165.0,0,1.1
2017-06-03,17.0,-164.75,0,1.1
2017-06-03,17.0,-164.5,0,1.1
2017-06-03,17.0,-164.25,0,1.1
2017-06-03,17.0,-164.0,0,1.1
2017-06-03,17.0,-163.75,0,1.1
2017-06-03,17.0,-163.5,0,1.1
2017-06-03,17.0,-163.25,0,1.1
2017-06-03,17.0,-163.0,0,1.1
2017-06-03,17.0,-162.75,0,1.1
2017-06-03,17.0,-162.5,0,1.1
2017-06-03,17.0,-162.25,0,1.1
2017-06-03,17.0,-162.0,0,1.1
2017-06-03,17.0,-161.75,0,1.4
2017-06-03,17.0,-161.5,0,1.4
2017-06-03,17.0,-161.25,0,1.2
2017-06-03,17.0,-161.0,0,1.2
2017-06-03,17.0,-160.75,0,1.2
2017-06-03,17.0,-160.5,0,1.2
2017-06-03,17.0,-160.25,0,1.1
2017-06-03,17.0,-160.0,0,1.1
2017-06-03,17.0,-159.75,0,1.1
2017-06-03,17.0,-159.5,0,1.1
2017-06-03,17.0,-159.25,0,1.1
2017-06-03,17.0,-159.0,0,1.0
2017-06-03,17.0,-158.75,0,1.0
2017-06-03,17.0,-158.5,0,1.0
2017-06-03,17.0,-158.25,0,1.0
2017-06-03,17.0,-158.0,0,1.0
2017-06-03,17.0,-157.75,0,1.0
2017-06-03,17.0,-157.5,0,1.0
2017-06-03,17.0,-157.25,0,1.1
2017-06-03,17.0,-157.0,0,1.1
2017-06-03,17.0,-156.75,0,1.1
2017-06-03,17.0,-156.5,0,1.1
2017-06-03,17.0,-156.25,0,1.1
2017-06-03,17.0,-156.0,0,1.1
2017-06-03,17.0,-155.75,0,1.1
2017-06-03,17.0,-155.5,0,1.1
2017-06-03,17.0,-155.25,0,1.1
2017-06-03,17.0,-155.0,0,1.1
2017-06-03,17.0,-154.75,0,1.1
2017-06-03,17.0,-154.5,0,1.1
2017-06-03,17.0,-154.25,0,1.1
2017-06-03,17.0,-154.0,0,1.1
2017-06-03,17.0,-153.75,0,1.1
2017-06-03,17.0,-153.5,0,1.1
2017-06-03,17.0,-153.25,0,1.1
2017-06-03,17.0,-153.0,0,1.3
2017-06-03,17.0,-152.75,0,1.3
2017-06-03,17.0,-152.5,0,1.3
2017-06-03,17.0,-152.25,0,1.2
2017-06-03,17.0,-152.0,0,1.1
2017-06-03,17.0,-151.75,0,1.1
2017-06-03,17.0,-151.5,0,1.1
2017-06-03,17.0,-151.25,0,1.1
2017-06-03,17.0,-151.0,0,1.1
2017-06-03,17.0,-150.75,0,1.1
2017-06-03,17.0,-150.5,0,1.1
2017-06-03,17.0,-150.25,0,1.1
2017-06-03,17.0,-150.0,0,1.1
2017-06-03,17.0,-149.75,0,1.1
2017-06-03,17.0,-149.5,0,1.2
2017-06-03,17.0,-149.25,0,1.2
2017-06-03,17.0,-149.0,0,1.2
2017-06-03,17.0,-148.75,0,1.2
2017-06-03,17.0,-148.5,0,1.4
2017-06-03,17.0,-148.25,0,1.4
2017-06-03,17.0,-148.0,0,1.2
2017-06-03,17.0,-147.75,0,1.2
2017-06-03,17.0,-147.5,0,1.2
2017-06-03,17.0,-147.25,0,1.2
2017-06-03,17.0,-147.0,0,1.1
2017-06-03,17.0,-146.75,0,1.1
2017-06-03,17.0,-146.5,0,1.1
2017-06-03,17.0,-146.25,0,1.0
2017-06-03,17.0,-146.0,0,1.0
2017-06-03,17.0,-145.75,0,1.0
2017-06-03,17.0,-145.5,0,1.0
2017-06-03,17.0,-145.25,0,1.0
2017-06-03,17.0,-145.0,0,1.0
2017-06-03,17.0,-144.75,0,1.0
2017-06-03,17.0,-144.5,0,1.0
2017-06-03,17.0,-144.25,0,1.0
2017-06-03,17.0,-144.0,0,1.0
2017-06-03,17.0,-143.75,0,1.0
2017-06-03,17.0,-143.5,0,1.0
2017-06-03,17.0,-143.25,0,1.1
2017-06-03,17.0,-143.0,0,1.1
2017-06-03,17.0,-142.75,0,1.2
2017-06-03,17.0,-142.5,0,1.2
2017-06-03,17.0,-142.25,0,1.2
2017-06-03,17.0,-142.0,0,1.2
2017-06-03,17.0,-141.75,0,1.2
2017-06-03,17.0,-141.5,0,1.2
2017-06-03,17.0,-141.25,0,1.2
2017-06-03,17.0,-141.0,0,1.2
2017-06-03,17.0,-140.75,0,1.2
2017-06-03,17.0,-140.5,0,1.2
2017-06-03,17.0,-140.25,0,1.2
2017-06-03,17.0,-140.0,0,1.2
2017-06-03,17.0,-139.75,0,1.2
2017-06-03,17.0,-139.5,0,1.2
2017-06-03,17.0,-139.25,0,1.2
2017-06-03,17.0,-139.0,0,1.1
2017-06-03,17.0,-138.75,0,1.2
2017-06-03,17.0,-138.5,0,1.1
2017-06-03,17.0,-138.25,0,1.2
