time_X,NO3,NO3_std_X,time_Y,PO4,PO4_std_Y,lat1,lat2,lon1,lon2,depth,
2015-01-01,,,2015-01-01,,,23.0,28.0,-160.0,-150.0,0.494024991989,
2015-01-02,,,2015-01-02,,,23.0,28.0,-160.0,-150.0,0.494024991989,
2015-01-03,0.000179446842058,0.00107614650952,2015-01-03,0.273792054101,0.0308325680801,23.0,28.0,-160.0,-150.0,0.494024991989,
2015-01-04,,,2015-01-04,,,23.0,28.0,-160.0,-150.0,0.494024991989,
2015-01-05,,,2015-01-05,,,23.0,28.0,-160.0,-150.0,0.494024991989,
2015-01-06,,,2015-01-06,,,23.0,28.0,-160.0,-150.0,0.494024991989,
2015-01-07,,,2015-01-07,,,23.0,28.0,-160.0,-150.0,0.494024991989,
2015-01-08,,,2015-01-08,,,23.0,28.0,-160.0,-150.0,0.494024991989,
2015-01-09,,,2015-01-09,,,23.0,28.0,-160.0,-150.0,0.494024991989,
2015-01-10,0.00013071199688,0.000443763520819,2015-01-10,0.270490349565,0.0296266143834,23.0,28.0,-160.0,-150.0,0.494024991989,
2015-01-11,,,2015-01-11,,,23.0,28.0,-160.0,-150.0,0.494024991989,
2015-01-12,,,2015-01-12,,,23.0,28.0,-160.0,-150.0,0.494024991989,
2015-01-13,,,2015-01-13,,,23.0,28.0,-160.0,-150.0,0.494024991989,
2015-01-14,,,2015-01-14,,,23.0,28.0,-160.0,-150.0,0.494024991989,
2015-01-15,,,2015-01-15,,,23.0,28.0,-160.0,-150.0,0.494024991989,
2015-01-16,,,2015-01-16,,,23.0,28.0,-160.0,-150.0,0.494024991989,
2015-01-17,3.11037599922e-05,8.91222048282e-05,2015-01-17,0.26976612178,0.0296425516552,23.0,28.0,-160.0,-150.0,0.494024991989,
2015-01-18,,,2015-01-18,,,23.0,28.0,-160.0,-150.0,0.494024991989,
2015-01-19,,,2015-01-19,,,23.0,28.0,-160.0,-150.0,0.494024991989,
2015-01-20,,,2015-01-20,,,23.0,28.0,-160.0,-150.0,0.494024991989,
2015-01-21,,,2015-01-21,,,23.0,28.0,-160.0,-150.0,0.494024991989,
2015-01-22,,,2015-01-22,,,23.0,28.0,-160.0,-150.0,0.494024991989,
2015-01-23,,,2015-01-23,,,23.0,28.0,-160.0,-150.0,0.494024991989,
2015-01-24,9.83800505133e-06,3.77089664157e-05,2015-01-24,0.268211970533,0.0283771581966,23.0,28.0,-160.0,-150.0,0.494024991989,
