time,lat,lon,Fe
2017-01-07,24.5,-165.0,4.87971447001e-05
2017-01-07,24.5,-164.5,4.17687297158e-05
2017-01-07,24.5,-164.0,3.74973424186e-05
2017-01-07,24.5,-163.5,3.62868922821e-05
2017-01-07,24.5,-163.0,3.61004640581e-05
2017-01-07,24.5,-162.5,3.57440076186e-05
2017-01-07,24.5,-162.0,3.61097190762e-05
2017-01-07,24.5,-161.5,3.70769230358e-05
2017-01-07,24.5,-161.0,3.82128491765e-05
2017-01-07,24.5,-160.5,3.8735131966e-05
2017-01-07,24.5,-160.0,3.85572348023e-05
2017-01-07,24.5,-159.5,4.58112845081e-05
2017-01-07,24.5,-159.0,4.76198765682e-05
2017-01-07,24.5,-158.5,4.83465337311e-05
2017-01-07,24.5,-158.0,4.66371857328e-05
2017-01-07,24.5,-157.5,4.92163271701e-05
2017-01-07,24.5,-157.0,5.00874484715e-05
2017-01-07,24.5,-156.5,4.63534233859e-05
2017-01-07,24.5,-156.0,4.22669072577e-05
2017-01-07,24.5,-155.5,4.28603561886e-05
2017-01-07,24.5,-155.0,4.32402121078e-05
2017-01-07,24.5,-154.5,4.31575463153e-05
2017-01-07,24.5,-154.0,4.32570232078e-05
2017-01-07,24.5,-153.5,4.19239004259e-05
2017-01-07,24.5,-153.0,4.24619829573e-05
2017-01-07,24.5,-152.5,4.01028482884e-05
2017-01-07,24.5,-152.0,4.17886840296e-05
2017-01-07,24.5,-151.5,4.17887204094e-05
2017-01-07,24.5,-151.0,3.69232730009e-05
2017-01-07,24.5,-150.5,2.74490830634e-05
2017-01-07,24.5,-150.0,3.06195543089e-05
2017-01-07,24.5,-149.5,3.14790668199e-05
2017-01-07,24.5,-149.0,3.53374816768e-05
2017-01-07,24.5,-148.5,3.63074323104e-05
2017-01-07,24.5,-148.0,3.02168991766e-05
2017-01-07,24.5,-147.5,2.51142828347e-05
2017-01-07,24.5,-147.0,3.21090883517e-05
2017-01-07,24.5,-146.5,3.3146719943e-05
2017-01-07,24.5,-146.0,3.39379803336e-05
2017-01-07,24.5,-145.5,2.69077190751e-05
2017-01-07,24.5,-145.0,2.55128488789e-05
2017-01-07,24.5,-144.5,2.99176026601e-05
2017-01-07,24.5,-144.0,2.98073919112e-05
2017-01-07,24.5,-143.5,2.47224397754e-05
2017-01-07,24.5,-143.0,2.45250084845e-05
2017-01-07,24.5,-142.5,2.80201747955e-05
2017-01-07,24.5,-142.0,2.90548741759e-05
2017-01-07,24.5,-141.5,2.89172694465e-05
2017-01-07,24.5,-141.0,2.85118567263e-05
2017-01-07,24.5,-140.5,2.78453862848e-05
2017-01-07,24.5,-140.0,2.66050610662e-05
2017-01-07,24.5,-139.5,2.67640898528e-05
2017-01-07,24.5,-139.0,2.73203604593e-05
2017-01-07,24.5,-138.5,2.7461504942e-05
2017-01-07,24.5,-138.0,2.72898305411e-05
2017-01-07,24.5,-137.5,2.79452142422e-05
2017-01-07,24.5,-137.0,2.74112862826e-05
2017-01-07,24.5,-136.5,2.39016662817e-05
2017-01-07,24.5,-136.0,2.53680027527e-05
2017-01-07,24.5,-135.5,2.3835367756e-05
2017-01-07,24.5,-135.0,2.46851013799e-05
2017-01-07,24.5,-134.5,2.43404301727e-05
2017-01-07,24.5,-134.0,1.98183570319e-05
2017-01-07,24.5,-133.5,1.95439715753e-05
2017-01-07,24.5,-133.0,2.04809621209e-05
2017-01-07,24.5,-132.5,2.13861567318e-05
2017-01-07,24.5,-132.0,1.91392773559e-05
2017-01-07,24.5,-131.5,1.95750453713e-05
2017-01-07,24.5,-131.0,1.9752073058e-05
2017-01-07,24.5,-130.5,2.11762926483e-05
2017-01-07,24.5,-130.0,1.86892848433e-05
2017-01-07,24.5,-129.5,1.94092026504e-05
2017-01-07,24.5,-129.0,2.00560134545e-05
2017-01-07,24.5,-128.5,1.89743586816e-05
2017-01-07,24.5,-128.0,1.86054840015e-05
2017-01-07,24.5,-127.5,1.92038569367e-05
2017-01-07,25.0,-177.0,3.92590845877e-05
2017-01-07,25.0,-176.5,4.57908863609e-05
2017-01-07,25.0,-176.0,4.25241269113e-05
2017-01-07,25.0,-175.5,4.2879866669e-05
2017-01-07,25.0,-175.0,4.13774141634e-05
2017-01-07,25.0,-174.5,4.17662486143e-05
2017-01-07,25.0,-174.0,4.33631284977e-05
2017-01-07,25.0,-173.5,3.281249883e-05
2017-01-07,25.0,-173.0,2.94442143058e-05
2017-01-07,25.0,-172.5,2.56669954979e-05
2017-01-07,25.0,-172.0,2.81821903627e-05
2017-01-07,25.0,-171.5,2.80284912151e-05
2017-01-07,25.0,-171.0,2.72984889307e-05
2017-01-07,25.0,-170.5,4.20691576437e-05
2017-01-07,25.0,-170.0,4.60301234853e-05
2017-01-07,25.0,-169.5,4.61425006506e-05
2017-01-07,25.0,-169.0,4.13111629314e-05
2017-01-07,25.0,-168.5,3.45282605849e-05
2017-01-07,25.0,-168.0,8.19930064608e-05
2017-01-07,25.0,-167.5,5.50092736376e-05
2017-01-07,25.0,-167.0,4.95818931086e-05
2017-01-07,25.0,-166.5,3.93215850636e-05
2017-01-07,25.0,-166.0,4.32454617112e-05
2017-01-07,25.0,-165.5,3.57258431904e-05
2017-01-07,25.0,-165.0,3.79673801945e-05
2017-01-07,25.0,-164.5,4.06877334171e-05
2017-01-07,25.0,-164.0,4.02548976126e-05
2017-01-07,25.0,-163.5,3.74990268028e-05
2017-01-07,25.0,-163.0,3.83639380743e-05
2017-01-07,25.0,-162.5,4.0780276322e-05
2017-01-07,25.0,-162.0,3.93002410419e-05
2017-01-07,25.0,-161.5,3.833892697e-05
2017-01-07,25.0,-161.0,3.92074944102e-05
2017-01-07,25.0,-160.5,3.92733672925e-05
2017-01-07,25.0,-160.0,3.93488880945e-05
2017-01-07,25.0,-159.5,4.01282668463e-05
2017-01-07,25.0,-159.0,4.35959918832e-05
2017-01-07,25.0,-158.5,4.66149249405e-05
2017-01-07,25.0,-158.0,4.58435861219e-05
2017-01-07,25.0,-157.5,4.97552282468e-05
2017-01-07,25.0,-157.0,4.80784765386e-05
2017-01-07,25.0,-156.5,4.32395681855e-05
2017-01-07,25.0,-156.0,4.23643759859e-05
2017-01-07,25.0,-155.5,4.30807667726e-05
2017-01-07,25.0,-155.0,4.2953677621e-05
2017-01-07,25.0,-154.5,4.32513479609e-05
2017-01-07,25.0,-154.0,4.33510977018e-05
2017-01-07,25.0,-153.5,4.29115316365e-05
2017-01-07,25.0,-153.0,4.15663635067e-05
2017-01-07,25.0,-152.5,3.99414384447e-05
2017-01-07,25.0,-152.0,4.16998227593e-05
2017-01-07,25.0,-151.5,4.15760368924e-05
2017-01-07,25.0,-151.0,3.49845940946e-05
2017-01-07,25.0,-150.5,2.71687222266e-05
2017-01-07,25.0,-150.0,2.76285772998e-05
2017-01-07,25.0,-149.5,2.91473079415e-05
2017-01-07,25.0,-149.0,3.25382279698e-05
2017-01-07,25.0,-148.5,3.53809082299e-05
2017-01-07,25.0,-148.0,3.72572576453e-05
2017-01-07,25.0,-147.5,3.07682639686e-05
2017-01-07,25.0,-147.0,3.22117630276e-05
2017-01-07,25.0,-146.5,3.28022724716e-05
2017-01-07,25.0,-146.0,3.25461114699e-05
2017-01-07,25.0,-145.5,3.22696723742e-05
2017-01-07,25.0,-145.0,3.21489569615e-05
2017-01-07,25.0,-144.5,3.32769486704e-05
2017-01-07,25.0,-144.0,3.31428454956e-05
2017-01-07,25.0,-143.5,3.2191259379e-05
2017-01-07,25.0,-143.0,3.26468652929e-05
2017-01-07,25.0,-142.5,3.13783566526e-05
2017-01-07,25.0,-142.0,2.93454049825e-05
2017-01-07,25.0,-141.5,2.96060316032e-05
2017-01-07,25.0,-141.0,2.95589743473e-05
2017-01-07,25.0,-140.5,2.91913675028e-05
2017-01-07,25.0,-140.0,2.91916294373e-05
2017-01-07,25.0,-139.5,2.88092414849e-05
2017-01-07,25.0,-139.0,2.83551380562e-05
2017-01-07,25.0,-138.5,2.74959966191e-05
2017-01-07,25.0,-138.0,2.85889545921e-05
2017-01-07,25.0,-137.5,2.74309695669e-05
2017-01-07,25.0,-137.0,2.71046883427e-05
2017-01-07,25.0,-136.5,2.54586229858e-05
2017-01-07,25.0,-136.0,2.50503908319e-05
2017-01-07,25.0,-135.5,2.35622919718e-05
2017-01-07,25.0,-135.0,2.5218085284e-05
2017-01-07,25.0,-134.5,2.45124901994e-05
2017-01-07,25.0,-134.0,2.05398409889e-05
2017-01-07,25.0,-133.5,1.72703148564e-05
2017-01-07,25.0,-133.0,1.90925220522e-05
2017-01-07,25.0,-132.5,1.90532173292e-05
2017-01-07,25.0,-132.0,2.00900522032e-05
2017-01-07,25.0,-131.5,2.20695601456e-05
2017-01-07,25.0,-131.0,1.89783950191e-05
2017-01-07,25.0,-130.5,2.18941495405e-05
2017-01-07,25.0,-130.0,1.90881091839e-05
2017-01-07,25.0,-129.5,1.69185059349e-05
2017-01-07,25.0,-129.0,1.81978393812e-05
2017-01-07,25.0,-128.5,1.73923308466e-05
2017-01-07,25.0,-128.0,1.80608058145e-05
2017-01-07,25.0,-127.5,1.9709343178e-05
2017-01-07,25.5,-177.0,3.61410384357e-05
2017-01-07,25.5,-176.5,3.99062591896e-05
2017-01-07,25.5,-176.0,4.59076400148e-05
2017-01-07,25.5,-175.5,4.77401772514e-05
2017-01-07,25.5,-175.0,4.88293699163e-05
2017-01-07,25.5,-174.5,4.93174702569e-05
2017-01-07,25.5,-174.0,4.42979180661e-05
2017-01-07,25.5,-173.5,3.30337643391e-05
2017-01-07,25.5,-173.0,2.97000005958e-05
2017-01-07,25.5,-172.5,2.74300873571e-05
2017-01-07,25.5,-172.0,2.80307158391e-05
2017-01-07,25.5,-171.5,3.92095244024e-05
2017-01-07,25.5,-171.0,3.56236341759e-05
2017-01-07,25.5,-170.5,9.57705269684e-05
2017-01-07,25.5,-170.0,4.7787449148e-05
2017-01-07,25.5,-169.5,4.69280093967e-05
2017-01-07,25.5,-169.0,4.40524418082e-05
2017-01-07,25.5,-168.5,4.65907105536e-05
2017-01-07,25.5,-168.0,4.5900047553e-05
2017-01-07,25.5,-167.5,3.74653354811e-05
2017-01-07,25.5,-167.0,4.73187901662e-05
2017-01-07,25.5,-166.5,4.49215731351e-05
2017-01-07,25.5,-166.0,4.69936676382e-05
2017-01-07,25.5,-165.5,3.59669829777e-05
2017-01-07,25.5,-165.0,3.17353951687e-05
2017-01-07,25.5,-164.5,3.28077840095e-05
2017-01-07,25.5,-164.0,3.79157281714e-05
2017-01-07,25.5,-163.5,4.10439242842e-05
2017-01-07,25.5,-163.0,4.31541811849e-05
2017-01-07,25.5,-162.5,4.31031221524e-05
2017-01-07,25.5,-162.0,4.16800830862e-05
2017-01-07,25.5,-161.5,3.95307506551e-05
2017-01-07,25.5,-161.0,3.99185664719e-05
2017-01-07,25.5,-160.5,4.07502520829e-05
2017-01-07,25.5,-160.0,4.11281362176e-05
2017-01-07,25.5,-159.5,4.07168408856e-05
2017-01-07,25.5,-159.0,4.18930831074e-05
2017-01-07,25.5,-158.5,4.39817849838e-05
2017-01-07,25.5,-158.0,4.58570539195e-05
2017-01-07,25.5,-157.5,5.04191521031e-05
2017-01-07,25.5,-157.0,4.56097186543e-05
2017-01-07,25.5,-156.5,4.25217876909e-05
2017-01-07,25.5,-156.0,4.27367813245e-05
2017-01-07,25.5,-155.5,4.31519292761e-05
2017-01-07,25.5,-155.0,4.2953681259e-05
2017-01-07,25.5,-154.5,4.30321742897e-05
2017-01-07,25.5,-154.0,4.31911648775e-05
2017-01-07,25.5,-153.5,4.2635067075e-05
2017-01-07,25.5,-153.0,3.68084547517e-05
2017-01-07,25.5,-152.5,3.7509464164e-05
2017-01-07,25.5,-152.0,3.92376787204e-05
2017-01-07,25.5,-151.5,4.01850920753e-05
2017-01-07,25.5,-151.0,3.83945625799e-05
2017-01-07,25.5,-150.5,3.64791158063e-05
2017-01-07,25.5,-150.0,3.60453377652e-05
2017-01-07,25.5,-149.5,3.62852842954e-05
2017-01-07,25.5,-149.0,3.66109416063e-05
2017-01-07,25.5,-148.5,3.66224485333e-05
2017-01-07,25.5,-148.0,3.76703792426e-05
2017-01-07,25.5,-147.5,3.6866946175e-05
2017-01-07,25.5,-147.0,3.64816260117e-05
2017-01-07,25.5,-146.5,3.325709622e-05
2017-01-07,25.5,-146.0,3.26224871969e-05
2017-01-07,25.5,-145.5,3.30287075485e-05
2017-01-07,25.5,-145.0,3.33710413543e-05
2017-01-07,25.5,-144.5,3.36022167176e-05
2017-01-07,25.5,-144.0,3.36511911883e-05
2017-01-07,25.5,-143.5,3.38349345839e-05
2017-01-07,25.5,-143.0,3.29715476255e-05
2017-01-07,25.5,-142.5,2.77811705018e-05
2017-01-07,25.5,-142.0,2.75085367321e-05
2017-01-07,25.5,-141.5,2.79678224615e-05
2017-01-07,25.5,-141.0,2.73829718935e-05
2017-01-07,25.5,-140.5,2.79761716229e-05
2017-01-07,25.5,-140.0,2.85293190245e-05
2017-01-07,25.5,-139.5,2.85800688289e-05
2017-01-07,25.5,-139.0,2.83756562567e-05
2017-01-07,25.5,-138.5,2.79898504232e-05
2017-01-07,25.5,-138.0,2.82828023046e-05
2017-01-07,25.5,-137.5,2.62420180661e-05
2017-01-07,25.5,-137.0,2.52955996984e-05
2017-01-07,25.5,-136.5,2.69988759101e-05
2017-01-07,25.5,-136.0,2.48853484663e-05
2017-01-07,25.5,-135.5,2.51357050729e-05
2017-01-07,25.5,-135.0,2.48509240919e-05
2017-01-07,25.5,-134.5,2.44704297074e-05
2017-01-07,25.5,-134.0,2.1809591999e-05
2017-01-07,25.5,-133.5,1.8337430447e-05
2017-01-07,25.5,-133.0,2.09731406358e-05
2017-01-07,25.5,-132.5,2.02777864615e-05
2017-01-07,25.5,-132.0,2.15790732909e-05
2017-01-07,25.5,-131.5,2.36229298025e-05
2017-01-07,25.5,-131.0,2.35619427258e-05
2017-01-07,25.5,-130.5,2.22331200348e-05
2017-01-07,25.5,-130.0,2.02467817871e-05
2017-01-07,25.5,-129.5,1.81700979738e-05
2017-01-07,25.5,-129.0,2.00740632863e-05
2017-01-07,25.5,-128.5,2.07573830266e-05
2017-01-07,25.5,-128.0,1.99749865715e-05
2017-01-07,25.5,-127.5,1.79657381523e-05
2017-01-07,26.0,-177.0,3.64504485333e-05
2017-01-07,26.0,-176.5,4.03922567784e-05
2017-01-07,26.0,-176.0,4.57498863398e-05
2017-01-07,26.0,-175.5,5.26369622094e-05
2017-01-07,26.0,-175.0,4.94406231155e-05
2017-01-07,26.0,-174.5,4.50325605925e-05
2017-01-07,26.0,-174.0,5.560520367e-05
2017-01-07,26.0,-173.5,6.09485759924e-05
2017-01-07,26.0,-173.0,5.27517222508e-05
2017-01-07,26.0,-172.5,3.42542261933e-05
2017-01-07,26.0,-172.0,2.87603652396e-05
2017-01-07,26.0,-171.5,3.72632384824e-05
2017-01-07,26.0,-171.0,4.1155191866e-05
2017-01-07,26.0,-170.5,3.83757578675e-05
2017-01-07,26.0,-170.0,3.44626314472e-05
2017-01-07,26.0,-169.5,3.15970501106e-05
2017-01-07,26.0,-169.0,3.35159566021e-05
2017-01-07,26.0,-168.5,4.40277763119e-05
2017-01-07,26.0,-168.0,3.38809477398e-05
2017-01-07,26.0,-167.5,3.4398643038e-05
2017-01-07,26.0,-167.0,4.10487227782e-05
2017-01-07,26.0,-166.5,4.40439762315e-05
2017-01-07,26.0,-166.0,4.3982607167e-05
2017-01-07,26.0,-165.5,4.29150095442e-05
2017-01-07,26.0,-165.0,3.90682544094e-05
2017-01-07,26.0,-164.5,3.79153971153e-05
2017-01-07,26.0,-164.0,4.05979371862e-05
2017-01-07,26.0,-163.5,4.35640722571e-05
2017-01-07,26.0,-163.0,4.1091509047e-05
2017-01-07,26.0,-162.5,4.05200917157e-05
2017-01-07,26.0,-162.0,4.02020014008e-05
2017-01-07,26.0,-161.5,4.06810067943e-05
2017-01-07,26.0,-161.0,4.12745503127e-05
2017-01-07,26.0,-160.5,4.21513796027e-05
2017-01-07,26.0,-160.0,4.27388367825e-05
2017-01-07,26.0,-159.5,4.30897780461e-05
