time,lat,lon,sst,margin
2017-04-30,23.125,-162.375,24.999993338,0.2
2017-04-30,23.125,-162.125,24.859993341,0.2
2017-04-30,23.125,-161.875,24.799993342,0.2
2017-04-30,23.125,-161.625,24.679993345,0.2
2017-04-30,23.125,-161.375,24.419993351,0.2
2017-04-30,23.125,-161.125,24.119993357,0.2
2017-04-30,23.125,-160.625,23.889993363,0.2
2017-04-30,23.125,-160.375,24.00999336,0.2
2017-04-30,23.125,-159.875,24.649993346,0.2
2017-04-30,23.125,-159.625,25.029993337,0.2
2017-04-30,23.125,-159.375,25.35999333,0.2
2017-04-30,23.125,-159.125,25.539993326,0.2
2017-04-30,23.125,-158.875,25.499993327,0.2
2017-04-30,23.125,-157.375,25.109993335,0.2
2017-04-30,23.125,-157.125,24.949993339,0.2
2017-04-30,23.125,-154.625,24.769993343,0.2
2017-04-30,23.125,-154.375,24.919993339,0.2
2017-04-30,23.125,-154.125,25.029993337,0.2
2017-04-30,23.125,-153.875,25.009993337,0.2
2017-04-30,23.125,-152.875,24.639993346,0.2
2017-04-30,23.125,-152.625,24.659993345,0.2
2017-04-30,23.125,-149.375,24.489993349,0.2
2017-04-30,23.125,-149.125,24.479993349,0.2
2017-04-30,23.125,-148.875,24.44999335,0.2
2017-04-30,23.125,-147.625,24.269993354,0.2
2017-04-30,23.125,-147.375,24.269993354,0.2
2017-04-30,23.125,-147.125,24.269993354,0.2
2017-04-30,23.125,-146.875,24.269993354,0.2
2017-04-30,23.125,-146.625,24.259993354,0.2
2017-04-30,23.125,-146.375,24.189993356,0.2
2017-04-30,23.125,-144.875,23.779993365,0.2
2017-04-30,23.125,-144.625,23.749993366,0.2
2017-04-30,23.125,-144.375,23.739993366,0.2
2017-04-30,23.125,-144.125,23.739993366,0.2
2017-04-30,23.125,-143.125,23.749993366,0.2
2017-04-30,23.125,-142.875,23.819993364,0.2
2017-04-30,23.125,-142.625,23.829993364,0.2
2017-04-30,23.125,-142.375,23.829993364,0.2
2017-04-30,23.375,-162.625,24.979993338,0.2
2017-04-30,23.375,-162.375,24.809993342,0.2
2017-04-30,23.375,-162.125,24.639993346,0.2
2017-04-30,23.375,-161.875,24.489993349,0.2
2017-04-30,23.375,-161.625,24.389993351,0.2
2017-04-30,23.375,-161.375,24.179993356,0.2
2017-04-30,23.375,-161.125,23.969993361,0.2
2017-04-30,23.375,-160.875,23.879993363,0.2
2017-04-30,23.375,-159.625,24.839993341,0.2
2017-04-30,23.375,-159.375,25.099993335,0.2
2017-04-30,23.375,-159.125,25.34999333,0.2
