time,lat,lon,sst,sst_std,chl01_darwin_clim,chl01_darwin_clim_std,CDOM_darwin_clim,CDOM_darwin_clim_std,picoeuk,picoeuk_std,margin
2016-04-27 06:00:00,37.044521973,-158.000516432,12.1531186248,0.412821361781,0.01777951925,0.000472776677862,0.0008826886775,2.09173264549e-05,122.808758975,20.2951780965,0.5
2016-04-27 12:00:00,36.596171563,-158.000630454,12.9618686067,0.708627343423,0.0186710735,0.000429788612867,0.000838207805,2.57671527065e-05,121.33668276,10.2315440012,0.5
2016-04-27 18:00:00,36.6482187059,-157.934790672,12.4712436177,0.597210952192,0.0186710735,0.000429788612867,0.000838207805,2.57671527065e-05,138.582017277,10.5331090605,0.5
2016-04-28 00:00:00,36.6036126134,-157.963462571,13.0787436042,0.686320563888,0.0186710735,0.000429788612867,0.000838207805,2.57671527065e-05,137.482337493,4.83225467686,0.5
2016-04-28 06:00:00,36.2872999244,-158.000621294,13.5824935929,0.656139261737,0.0186710735,0.000429788612867,0.000838207805,2.57671527065e-05,112.555474043,19.9433203533,0.5
2016-04-28 12:00:00,35.574092725,-157.991140983,14.7081185677,0.318104117928,0.0202050585,0.000341813924639,0.000727507325,3.17323772282e-05,112.474346552,11.5208270151,0.5
2016-04-28 18:00:00,35.5362707865,-157.919024337,14.7081185677,0.318104117928,0.0202050585,0.000341813924639,0.000727507325,3.17323772282e-05,85.3216854723,19.4336612172,0.5
2016-04-29 00:00:00,36.0057000917,-157.992923492,13.6981185905,0.372847459671,0.01948046675,0.000387343157059,0.00078590274,2.86440184679e-05,59.0936367484,9.02472315882,0.5
2016-04-29 06:00:00,36.4943519832,-157.968089109,13.046243605,0.514682839928,0.0186710735,0.000429788612867,0.000838207805,2.57671527065e-05,96.2940145217,23.9627054778,0.5
2016-04-29 12:00:00,36.106811,-157.998899092,13.6981185905,0.372847459671,0.01948046675,0.000387343157059,0.00078590274,2.86440184679e-05,79.12392382,16.7992339447,0.5
2016-04-29 18:00:00,35.6436373083,-157.998304892,13.9631185846,0.302194441058,0.0202050585,0.000341813924639,0.000727507325,3.17323772282e-05,85.3013991533,10.9332268534,0.5
2016-04-30 00:00:00,34.94435835,-158.001967967,14.5949935703,0.296120745736,0.02064901825,0.00010468281675,0.00065983472,3.76630131823e-05,53.6574953302,11.6098298605,0.5
2016-04-30 06:00:00,34.0214858655,-158.003640807,16.0562435375,0.52310221307,0.020477097,0.000266723935866,0.00050751789,3.95505453227e-05,53.4917713749,7.44828448917,0.5
2016-04-30 12:00:00,33.1735991417,-158.008748308,17.2556185108,0.504293662489,0.01886636,0.000531075540288,0.0003504035725,3.97695877256e-05,67.4240696992,14.1440024029,0.5
2016-04-30 18:00:00,32.3943470804,-157.992001848,18.4899934832,0.537133583994,0.017437721,0.00090293640463,0.0002733759425,3.78022321508e-05,33.45988953,13.5988317375,0.5
2016-05-01 00:00:00,31.5095587917,-158.001536858,18.3074934872,0.419083812813,0.011230165,0.000880420430557,9.16274685e-05,1.10656267647e-05,21.8129132504,4.7054055039,0.5
2016-05-01 06:00:00,30.60436725,-157.998292017,20.244368444,0.728148052132,0.008227578275,0.00061557464797,5.685498225e-05,6.21728828302e-06,17.7008371795,3.11669577713,0.5
2016-05-01 12:00:00,29.794630395,-158.005426597,21.1099934248,0.220595779175,0.007140019325,0.000477079266661,4.620156725e-05,4.49328667886e-06,19.2696607202,4.02941136399,0.5
2016-05-01 18:00:00,29.239829625,-158.00076265,21.4537434171,0.409784614142,0.0055172435,0.00030383422414,3.1546935e-05,2.54996217874e-06,15.4199677311,2.30115852836,0.5
2016-05-02 00:00:00,28.4589653417,-158.000489,21.7868684095,0.142509590706,0.004936741575,0.000278555937917,2.670372225e-05,2.30868882518e-06,12.5403650389,0.911718604448,0.5
2016-05-02 06:00:00,27.1898962437,-158.00881563,22.4224933953,0.282809558599,0.0038562523,9.69785870782e-05,1.81566585e-05,7.3502436403e-07,15.4306450207,1.02790798814,0.5
2016-05-02 12:00:00,26.3932562583,-158.008975167,22.884368385,0.202205607044,0.003740460425,1.94987826628e-05,1.7241891e-05,1.84202877976e-07,16.5223719069,1.06282730732,0.5
2016-05-02 18:00:00,26.2995252243,-158.111945084,23.0724933808,0.29890424217,0.003740460425,1.94987826628e-05,1.7241891e-05,1.84202877976e-07,13.7219319207,1.47085200636,0.5
2016-05-03 00:00:00,26.3314605,-158.131051383,22.6487433901,0.234624029162,0.003740460425,1.94987826628e-05,1.7241891e-05,1.84202877976e-07,9.76896695698,0.673594224116,0.5
2016-05-03 06:00:00,25.6895296333,-158.003233933,23.4749933717,0.620272103914,0.00388355585,0.000118480922874,1.80153025e-05,7.37906819448e-07,9.18656677835,0.707687542661,0.5
2016-05-03 12:00:00,24.874933775,-157.999684008,24.5262433482,0.288593024479,0.004140009575,0.000138537163204,1.961024275e-05,8.63485255425e-07,9.19549187032,0.702131533613,0.5
2016-05-03 18:00:00,23.9109449167,-158.000550775,24.4837433493,0.294106160415,0.00497970495,0.000239617904366,2.4440314e-05,1.35715219384e-06,8.1519372183,1.00957427412,0.5
2016-05-04 00:00:00,23.1036121176,-158.000118686,24.8006183421,0.207529172561,0.0060397054,0.000315236654496,3.019512625e-05,1.56783146942e-06,6.58944550861,0.665163056246,0.5
